image_path,en_caption,caption_es,caption_zh,caption_ur,similarity
/content/flickr30k_images/100716317.jpg,A person with long gray hair has a beret with beige and white wearing a blue raincoat is painting a marketplace scenery surrounded by other artists and paintings .,Una persona con pelo gris largo tiene una boina con beige y blanco con un impermeable azul está pintando un paisaje de mercado rodeado de otros artistas y pinturas.,穿着蓝雨衣的白衣人正在画一个由其他艺术家和画家包围的集市风景。,طویل بال کے ساتھ ایک شخص کا رنگ ہلکا ہوتا ہے اور سفید رنگ کا رنگ دوسرے مجسّمہ‌سازی اور مجسّموں سے بھرا ہوتا ہے ۔,0.7619762
/content/flickr30k_images/10082348.jpg,A man with a baseball cap and black jacket stands in a bathroom while holding a coffee mug .,Un hombre con una gorra de béisbol y chaqueta negra se para en un baño mientras sostiene una taza de café.,一个戴着棒球帽和黑夹克的男人 拿着咖啡杯站在浴室里,اِس کی ایک وجہ یہ ہے کہ اُنہوں نے کافی عرصے تک اِسے صاف کِیا تھا ۔,0.7692357
/content/flickr30k_images/100845130.jpg,Five people walking with a multicolored sky in the background .,Cinco personas caminando con un cielo multicolor en el fondo.,5个人在背景中带着多色天空行走。,پانچ لوگ پس‌منظر میں مختلف آسمان کے ساتھ جا رہے ہیں ۔,0.8943374
/content/flickr30k_images/1009434119.jpg,A black and white dog is running in a grassy garden surrounded by a white fence .,Un perro blanco y negro corre en un jardín herboso rodeado de una cerca blanca.,一只黑白狗在被白栅栏包围的草地花园里跑来跑去。,سفید اور سفید کتا ایک سفید باغ میں چلا رہا ہے جس میں سفید باڑ سے گھیرے ہوئے ہے ۔,0.89757293
/content/flickr30k_images/1009692167.jpg,An officer in a reflective vest stands at the front of his van with his dog .,Un oficial en un chaleco reflectante se para en la parte delantera de su camioneta con su perro.,"一名穿反射背心的军官站在他的面包车前面,带着他的狗。",ایک افسر اپنے کتے کے ساتھ ایک مجسّمے کے سامنے کھڑا ہوتا ہے ۔,0.83130115
/content/flickr30k_images/101001624.jpg,"The "" white out "" conditions of snow on the ground seem to almost obliverate the details of a man dressed for the cold weather in a heavy jacket and red hat riding a bicycle in a suburban neighborhood .","Las condiciones ""blancas"" de nieve en el suelo parecen casi obviar los detalles de un hombre vestido para el frío en una chaqueta pesada y sombrero rojo montando una bicicleta en un barrio suburbano.","当地雪雪雪的 "" 白白 "" 状况似乎几乎暴露了一名身着寒冷衣服、穿着重夹克和红色帽子的男子在郊区附近骑自行车的细节。","""مشرقی زمین پر برف کی صورت حال تو ایسا لگ رہا ہے کہ ایک آدمی کی سردی کی وجہ سے کسی کو شدید سرد موسم اور سُرخ رنگ کی چھتری پر سوار کر لیا جا رہا ہے.",0.8614387
/content/flickr30k_images/1010031975.jpg,"Five men , uniformly dressed in white shirts , tie and black slacks converse at the back of an open van .","Cinco hombres, vestidos uniformemente con camisas blancas, corbata y pantalones negros conversan en la parte posterior de una furgoneta abierta.","五个人穿着白色衬衫, 领带和黑裤子在开着的面包车后面交汇。",پانچ مرد، سفید رنگوں میں سفید رنگ، کپڑے اور کھلے وین کے پیچھے سیاہ بحث کرتے ہیں۔,0.8457042
/content/flickr30k_images/1010087179.jpg,A tan man with a backwards hat looks at the camera while walking through a factory .,Un hombre bronceado con un sombrero hacia atrás mira a la cámara mientras camina a través de una fábrica.,一个戴反面帽子的棕色男子在穿过工厂时看着相机。,ایک ٹوپی والی ٹوپی کے ساتھ ایک آدمی ایک فیکٹری میں چلنے کے دوران سٹیشنوں کی طرف دیکھتا ہے ۔,0.8510612
/content/flickr30k_images/1010087623.jpg,A caucasian man wearing a short-sleeved black shirt and a dark-skinned woman wearing a sleeveless dress are working at a conveyor .,Un hombre caucásico con una camisa negra de manga corta y una mujer de piel oscura con un vestido sin mangas están trabajando en un transportador .,一名身穿短袖黑衬衫的天主教男子和一名身着无袖裙子的深肤色妇女正在传送器工作。,ایک جوان آدمی ایک چھوٹے سے رنگ کے کپڑے پہن کر ایک سیاہ سا کپڑے پہنتا ہے اور ایک سیاہ رنگ کے لباس میں کام کر رہا ہے.,0.81494826
/content/flickr30k_images/1010470346.jpg,two men in florescent vests are standing next to parked cars in front of a small building while one of them converses with a driver and a woman on a bike is seen riding by,"dos hombres en chalecos florescentes están de pie al lado de coches estacionados delante de un pequeño edificio, mientras que uno de ellos conversa con un conductor y una mujer en una bicicleta se ve","一辆小楼前停着汽车,旁边有两名男子身着荧光背心,坐在一辆小楼前的汽车旁边,其中一人与一名司机交谈,一名骑自行车的妇女被看见骑着自行车。",دو آدمی ایک چھوٹی سی عمارت کے سامنے کھڑے ہیں جب ان میں سے ایک کہتا ہے کہ سائیکل پر سوار کسی عورت اور عورت کو سائیکل چلا رہا ہے,0.86170805
/content/flickr30k_images/1010673430.jpg,A little girl in a pink shirt and a little girl in an orange shirt sitting in the grass .,Una niña en una camisa rosa y una niña en una camisa naranja sentado en la hierba.,一个穿粉红色衬衫的小女孩 和一个穿着橙色衬衫的小女孩 坐在草地上,ایک چھوٹی لڑکی جلدی جلدی جلدی اُس کے چہرے پر بیٹھ جاتی ہے ۔,0.7999834
/content/flickr30k_images/101093045.jpg,"A man in black approaches a strange silver object containing a person , while many onlookers observe from behind a roped off barrier .","Un hombre de negro se acerca a un extraño objeto de plata que contiene una persona, mientras que muchos espectadores observan desde detrás de una barrera acordonada.","黑衣人接近奇异的银器,里面有一个人,而许多旁观者则从隔墙外的绳子后面观察。",ایک سیاہ چاندی میں ایک آدمی کے پاس ایک عجیب سا چاندی ہے جس میں ایک شخص رہتا ہے جبکہ بہتیرے لوگوں کو ایک رسی میں جکڑا ہوا نظر آتا ہے ۔,0.8110114
/content/flickr30k_images/1011572216.jpg,bride and groom walking side by side out of focus on pathway next to brick building .,novia y novio caminando lado a lado fuera de foco en el camino junto a la construcción de ladrillos.,新郎新娘和新郎肩并肩地走在砖楼旁边的道路上。,دُلہا اور دُلہن فن‌لینڈ کی تعمیر کے لئے دوسرے راستوں پر توجہ مرکوز رکھتے ہیں ۔,0.79177743
/content/flickr30k_images/1012328893.jpg,A group of people picnicking at picnic tables in front of a playground .,Un grupo de personas haciendo picnic en mesas de picnic frente a un parque infantil .,一群人在游乐场前野餐桌野餐。,لوگوں کا ایک گروہ عالیشان کھیل کے سامنے تختوں پر بیٹھا ہے ۔,0.85637105
/content/flickr30k_images/101262930.jpg,"Two asian or spanish people , a woman and a man , sitting together in front of a glass window as cars pass .","Dos personas asiáticas o españolas , una mujer y un hombre , sentados juntos delante de una ventana de cristal a medida que pasan los coches .","两个亚洲人或西班牙人, 一个女人和一个男人, 坐在玻璃窗前,",دو یا دُور ، ایک عورت اور مرد ، شیشے کی کھڑکیوں کے سامنے بیٹھے ہوئے ایک شیشے کی کھڑکیوں کے سامنے بیٹھے ہیں ۔,0.80555993
/content/flickr30k_images/101362133.jpg,A young female student performing a downward kick to break a board held by her Karate instructor .,Una joven estudiante realizando una patada hacia abajo para romper una tabla sostenida por su instructor de Karate .,"一位年轻女学生向下踢踢, 打破空手道教官的棋盘。",ایک نوجوان لڑکی اپنے سُسر کے ذریعے ایک بورڈنگ بورڈ کو بند کرنے کیلئے سائیکل چلانے کی کوشش کرتی ہے ۔,0.811003
/content/flickr30k_images/101471792.jpg,A man with a red jacket is shielding himself from the sun trying to read a piece of paper .,Un hombre con una chaqueta roja se protege del sol tratando de leer un pedazo de papel.,一个穿红色夹克的人 正在保护自己 远离太阳 试图阅读一块纸。,س . ع .,0.9097477
/content/flickr30k_images/1014785440.jpg,Two men are carrying children on their backs down the street on a sunny day in a nice neighborhood .,Dos hombres llevan a sus hijos a la espalda por la calle en un día soleado en un bonito barrio.,"有两个男人背着孩子在街上, 在阳光明媚的一天,",دو آدمی ایک اچھے علاقے میں روشنی میں اپنے بچوں کی پیٹھ پر گلی میں جا رہے ہیں.,0.77944386
/content/flickr30k_images/1015712668.jpg,A man in a red long-sleeved shirt bikes over a body of water on a bridge .,Un hombre en una camisa roja de manga larga bicicletas sobre un cuerpo de agua en un puente.,一个穿红色长袖衬衫骑自行车的男人 骑在桥上的一具水上,ایک سرخ رنگ کے ایک آدمی نے ایک پُل پر پانی کے جسم پر ایک پانی کے جسم پر سائیکلوں کا نشان لگا دیا.,0.75366354
/content/flickr30k_images/101654506.jpg,The white and brown dog is running over the surface of the snow .,El perro blanco y marrón está corriendo sobre la superficie de la nieve.,白色和棕色的狗 正在跑过雪的表面。,برف کی سطح پر سفید اور سرخ کتا چل رہا ہے ۔,0.835642
/content/flickr30k_images/1016626169.jpg,Man on scooter attracts attention from some of those in large crowd .,El hombre en scooter atrae la atención de algunos de los que en la multitud grande.,骑摩托的男子吸引了人群中的一些人的注意。,انسان بڑی بِھیڑ میں سے بعض پر توجہ دیتا ہے ۔,0.7942687
/content/flickr30k_images/1017675163.jpg,"A young gymnast , jumps high in the air , while performing on a balance beam .","Una joven gimnasta , salta alto en el aire , mientras se realiza en un rayo de equilibrio .","一个年轻的体操运动员, 跳高在空中, 同时在平衡的光束上表演。",ایک چھوٹا بچہ ہوا میں اُونچی آواز میں تیرتا ہے جبکہ توازن برقرار رکھتا ہے ۔,0.8735979
/content/flickr30k_images/1018057225.jpg,a boy in a black t-shirt and blue jeans is pushing a toy three wheeler around a small pool .,un chico en una camiseta negra y vaqueros azules está empujando un juguete de tres ruedas alrededor de una pequeña piscina.,一个穿着黑色T恤和蓝色牛仔裤的男孩 正在一个小池子里推着一个玩具三轮车,ایک سیاہ سی ٹی وی اور نیلے رنگ کے ایک چھوٹے سے حوض کے گرد ایک لڑکے کو ہلا رہا ہے.,0.7564607
/content/flickr30k_images/1018148011.jpg,A group of people stand in the back of a truck filled with cotton .,Un grupo de personas se paran en la parte trasera de un camión lleno de algodón.,一群人站在一辆装满棉花的卡车的后面。,لوگوں کا ایک گروہ ٹرک سے بھرا ہوا تھا ۔,0.87230825
/content/flickr30k_images/1019077836.jpg,Large brown dog running away from the sprinkler in the grass .,Gran perro marrón huyendo del aspersor en la hierba.,大棕色狗从草地喷洒器跑开,بڑے بڑے کتا گھاس میں کتے سے دُور بھاگ جاتے ہیں ۔,0.75353235
/content/flickr30k_images/101958970.jpg,A man and a little girl happily posing in front of their cart in a supermarket .,Un hombre y una niña feliz posando delante de su carro en un supermercado.,一个男人和一个小女孩 快乐地在超市的马车前 摆着姿势,ایک مرد اور ایک چھوٹی سی لڑکی اپنی کار کے سامنے خوشی سے خوش ہو کر خوش ہوتے ہیں ۔,0.79145783
/content/flickr30k_images/1019604187.jpg,A dog prepares to catch a thrown object in a field with nearby cars .,Un perro se prepara para atrapar un objeto lanzado en un campo con coches cercanos.,一只狗准备在附近汽车的田野里捕捉被抛弃的物体。,ایک کتے نے اِس بات پر زور دیا کہ وہ اِسے اپنی گاڑیوں کے ذریعے اِستعمال کر سکتا ہے ۔,0.86802745
/content/flickr30k_images/1020651753.jpg,A white dog is trying to catch a ball in midair over a grassy field .,Un perro blanco está tratando de atrapar una pelota en el aire sobre un campo de hierba.,一只白狗试图在半空中 在一个草地上钓到一个球,ایک سفید کتا کو وسط میں گھاس کے ایک کھیت پر لٹکانے کی کوشش کر رہا ہے ۔,0.7891837
/content/flickr30k_images/1021439420.jpg,"two guys sitting on the floor , with the guy in the green jacket reading a piece of paper .","dos chicos sentados en el suelo, con el tipo en la chaqueta verde leyendo un pedazo de papel.","两个家伙坐在地板上, 和那个穿绿色夹克的家伙 在看一张纸。",دو لوگ فرش پر بیٹھے ہوئے آدمی کے ساتھ، ہرے رنگ میں کاغذ کا ایک ٹکڑا پڑھا.,0.85880077
/content/flickr30k_images/1021442086.jpg,"A bearded man wearing glasses , a red shirt , and a hat is reading a map while sitting in a car .","Un hombre barbudo con gafas , una camisa roja , y un sombrero está leyendo un mapa mientras se sienta en un coche .",戴着眼镜、红衬衫、戴帽子的胡子男子坐在车里时正在看地图。,داڑھی رکھنے والا داڑھی ، لال رنگ اور ٹوپی گاڑی میں بیٹھے وقت ایک نقشے کی تلاوت کر رہا ہے ۔,0.84940845
/content/flickr30k_images/102268204.jpg,Three men are standing at night near a black car near a shelter filled with bicycles .,Tres hombres están de pie por la noche cerca de un coche negro cerca de un refugio lleno de bicicletas.,"三名男子在晚上站在一辆黑色汽车附近,",تین آدمی رات کے وقت ایک سیاہ کار کے قریب کھڑے ہیں ۔,0.780625
/content/flickr30k_images/1024138940.jpg,Two different breeds of brown and white dogs play on the beach .,Dos razas diferentes de perros marrones y blancos juegan en la playa.,两种不同的棕色和白色狗 在海滩上玩耍。,سبز اور سفید کتوں کی دو مختلف اقسام ساحل پر کھیل رہی ہیں ۔,0.8870741
/content/flickr30k_images/1024613706.jpg,Two young men and a young lady walk through a field near the water .,Dos jóvenes y una jovencita caminan por un campo cerca del agua.,两名青年男子和一名年轻女子在水边的田里走过。,دو نوجوان اور ایک نوجوان عورت پانی کے قریب ایک کھیت میں چل رہی ہیں ۔,0.87251556
/content/flickr30k_images/102617084.jpg,"Five snowmobile riders all wearing helmets and goggles line up in a snowy clearing in a forest in front of their snowmobiles ; they are all wearing black snow pants and from left to right they are wearing a black coat , white coat , red coat , blue coat , and black coat .","Cinco motos de nieve jinetes todos con cascos y gafas se alinean en un claro de nieve en un bosque delante de sus motos de nieve; todos están usando pantalones de nieve negro y de izquierda a derecha están usando un abrigo negro, abrigo blanco, abrigo rojo, abrigo azul, y abrigo negro.","5名骑雪车的骑手都穿着头盔和护目镜, 穿着黑色雪裤, 从左到右穿黑色大衣、白色大衣、红色大衣、蓝色大衣和黑色大衣。",برف کے کرنی سب پر اندھیرا چھا جاتا ہے اور برف کے سائے میں برف‌باری کی شکل اختیار کر لیتا ہے ؛ یہ سب سفید برف اور دائیں بازوؤں سے نکل کر دائیں ، سفید رنگ ، سفید رنگ ، سفید رنگ ، سفید رنگ‌برنگے رنگ ، سفید رنگ اور سفید رنگ کے سفید رنگ پہنے ہوئے ہیں ۔,0.83683455
/content/flickr30k_images/1026685415.jpg,A black dog carries a green toy in his mouth as he walks through the grass .,Un perro negro lleva un juguete verde en su boca mientras camina a través de la hierba.,一只黑狗在穿过草地时嘴里拿着绿色玩具。,جب وہ گھاس سے گزرتا ہے تو اُس کے مُنہ میں سبز سبز کتا ہوتا ہے ۔,0.88058573
/content/flickr30k_images/1026792563.jpg,A group of woman and children are standing or sitting in front of rows of vegetables .,Un grupo de mujeres y niños están de pie o sentados delante de filas de verduras .,一群妇女和儿童站在或坐在一排蔬菜前面。,عورت اور بچوں کا ایک گروہ سبزیوں کی قطاروں کے سامنے بیٹھے ہوئے رہتا ہے ۔,0.89646924
/content/flickr30k_images/1027149103.jpg,A band is playing in front of an audience and the singer is wearing an orange shirt and has tattoos on his arm .,Una banda está tocando delante de un público y el cantante está usando una camisa naranja y tiene tatuajes en su brazo.,"乐队在观众面前演奏, 歌手穿着橙色衬衫, 手臂上有纹身。",ایک گروہ سامعین کے سامنے کھیل رہا ہے اور اُن کے بازو پر ایک نادر قمیض پہن رہا ہے ۔,0.8311351
/content/flickr30k_images/1028205764.jpg,A man and a little boy in blue life jackets are rowing a yellow canoe .,Un hombre y un niño en chalecos salvavidas azules están remando una canoa amarilla.,一个穿蓝色救生衣的男人和一个小男孩 正在划一条黄色独木舟,ایک آدمی اور نیلے زندگی میں چھوٹے لڑکے زرد رنگ کی قطاروں میں قطاروں میں کھڑے ہیں ۔,0.7911061
/content/flickr30k_images/102851549.jpg,A little boy looks at the camera while a woman behind him seems to be laughing very hard and the woman on the right has a big smile on her face .,Un niño pequeño mira a la cámara mientras una mujer detrás de él parece estar riendo muy fuerte y la mujer de la derecha tiene una gran sonrisa en su cara.,"一个小男孩看着摄像机, 而他身后一个女人似乎笑得很厉害, 右边的女人脸上笑容很大。",ایک چھوٹا لڑکا اُس کے پیچھے ایک عورت کو دیکھتا ہے جب وہ اُس کے پیچھے چلتی ہے اور اُس عورت کو اُس کے چہرے پر بہت غصہ آتا ہے ۔,0.8697674
/content/flickr30k_images/102860573.jpg,A construction site on a street with three men working .,Un sitio de construcción en una calle con tres hombres trabajando.,"街上一个建筑工地,有三个男人在工作。",ایک سڑک پر تین آدمیوں کے ساتھ ایک عمارت تعمیر کر رہا ہے.,0.9247171
/content/flickr30k_images/10287332.jpg,Two men sitting on the roof of a house while another one stands on a ladder .,Dos hombres sentados en el techo de una casa mientras que otro se para en una escalera.,"两人坐在房子屋顶上,另一人站在梯子上。",دو آدمی ایک گھر کی چھت پر بیٹھے ہوئے ایک دوسرے کی چھت پر کھڑے ہیں ۔,0.86578774
/content/flickr30k_images/1028982826.jpg,"Two men , one younger guy with a yellow shirt that has luggage and the other and older guy , are sitting on a bench in front of a large building that has a billboard for glasses and sunglasses .","Dos hombres , un chico más joven con una camisa amarilla que tiene equipaje y el otro y el hombre mayor , están sentados en un banco en frente de un gran edificio que tiene una cartelera para gafas y gafas de sol .","两名男子, 一名身着黄衬衫的年轻人携带行李, 另一名老人坐在大楼前的长凳上,",دو مرد، ایک سفید چہرے کے ساتھ، ایک جوان آدمی جس کے پاس سامان ہے اور دوسرے اور بڑے آدمی، ایک بڑی عمارت کے سامنے بیٹھ رہے ہیں,0.77002424
/content/flickr30k_images/1029737941.jpg,Boy in brown shirt with headphones on sits on woman 's shoulders in a crowd .,Niño en camisa marrón con auriculares en se sienta en los hombros de la mujer en una multitud .,"男孩穿着棕色衬衫, 耳机在人群中坐在女人的肩膀上。",کھجور کے منہ کے ساتھ لاتعداد پلیٹ پر لگی ہوئی عورت پر لگی ہوئی ہے 'اپنی بِھیڑ میں کتے کتے کے کندھوں پر بیٹھ جاتے ہیں۔,0.8833842
/content/flickr30k_images/103031977.jpg,Four college-aged individuals - two males and two females - sitting on the concrete steps outside of a brick building,Cuatro individuos de edad universitaria - dos hombres y dos mujeres - sentados en los escalones de hormigón fuera de un edificio de ladrillo,4名大学生年龄的个人 -- -- 2名男性和2名女性 -- -- 坐在砖楼外的水泥楼梯上,اینٹوں کی عمارت کے باہر چار کالجوں دو مردوں اور دو مردوں اور دو عورتوں نے بیٹھ کر لکڑی کی عمارت کے باہر بیٹھ کر,0.83399594
/content/flickr30k_images/103205630.jpg,"Two men , standing on an ice , looking into something covered with a blue tarp .","Dos hombres, de pie en un hielo, mirando en algo cubierto con una lona azul.","两个人,站在冰上, 寻找的东西 覆盖在蓝色的薄布。",دو مرد، برف پر کھڑے ہوئے، ایک نیلے رنگ سے کچھ نظر آتا ہے.,0.87205404
/content/flickr30k_images/1032122270.jpg,Three dogs are standing in the grass and a person is sitting next to them,Tres perros están de pie en la hierba y una persona está sentada a su lado,三只狗站在草地上 一个人坐在他们旁边,تین کتوں کو گھاس میں کھڑا کِیا جاتا ہے اور ایک شخص اُن کے پاس بیٹھ رہا ہے,0.82813245
/content/flickr30k_images/103328091.jpg,A Asian male wearing a red shirt is sitting next to a grocery stand selling fruits .,Un hombre asiático que lleva una camisa roja está sentado al lado de un puesto de comestibles que vende frutas.,一名身着红衬衫的亚裔男性坐在卖水果的杂货店旁边。,ایک ایشیائی مرد ایک سرخ چہرے کو پہنتا ہے جو پھل فروخت کرتا ہے ۔,0.9059753
/content/flickr30k_images/1034276567.jpg,A small boy putting something in his mouth with both hands .,Un niño metiendo algo en la boca con ambas manos.,一个小男孩用双手把东西塞进嘴里,ایک چھوٹا لڑکا اپنے ہاتھ دونوں ہاتھ میں چیز ڈال رہا ہے,0.8276797
/content/flickr30k_images/1034985636.jpg,A man with wild hair rocks a show playing a guitar center stage .,Un hombre con el pelo salvaje rocas un espectáculo tocando un escenario central de la guitarra.,一个有着野生头发的男人 一个表演 弹吉他中心舞台。,جنگلی بالوں کے ایک آدمی سے ایک نہایت ہی خوبصورت مرکزی مرکز بجاتا ہے ۔,0.8445918
/content/flickr30k_images/10350842.jpg,A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .,Un hombre con camisa verde y chaleco salvavidas rojo está sentado en una canoa a la deriva alrededor del lago.,一个穿绿色衬衫和红色救生衣的男人 坐在一条漂浮在湖边的独木舟里,ایک سبز چہرے اور سُرخ رنگ کا ایک شخص جھیل کے گرد گِر رہا ہے ۔,0.77602434
/content/flickr30k_images/10404007.jpg,Young white boy on a grassy area with a sad expression on his face .,Niño blanco joven en una zona herbosa con una expresión triste en su cara.,"年轻白人男孩身处草地,脸上面露着悲伤的表情。",جوان لڑکے کا چہرہ اپنے چہرے پر غم کا اظہار تھا ۔,0.8554444
/content/flickr30k_images/104136873.jpg,Three people are on a hilltop overlooking a green valley .,Tres personas están en una colina con vistas a un valle verde.,三个人在山顶上 俯视着一个绿色的山谷,تین لوگ ایک سبز وادی میں ایک سبز وادی کو ہلا رہے ہیں۔,0.7684736
/content/flickr30k_images/104180524.jpg,A group of tourists is crossing a bridge that connects a walking path to a trail of nature .,Un grupo de turistas está cruzando un puente que conecta un sendero a pie con un sendero de la naturaleza.,一群游客正在穿越一座连接步行道路与自然足迹的桥梁。,سیاحوں کا ایک گروہ ایک ایسے پُرسکون علاقے کو پار کر رہا ہے جو قدرتی راستے کی طرف چل رہا ہے ۔,0.88406336
/content/flickr30k_images/1042020065.jpg,A young boy wearing a jersey looks down over a ledge at many boats in the water .,Un joven que lleva una camiseta mira hacia abajo sobre una cornisa a muchos barcos en el agua.,身穿球衣的男孩俯视着水中许多船只的墙壁。,ایک نوجوان لڑکا کو پانی میں بہت سی کشتیوں پر سوار کِیا جاتا ہے ۔,0.79794306
